10:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:57 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.647,0.5,0.0224368,
0.648,0.5,0.022127,
0.649,0.5,0.0218204,
0.65,0.5,0.0215171,
0.651,0.5,0.0212169,
0.652,0.5,0.0209199,
0.653,0.5,0.020626,
0.654,0.5,0.0203352,
0.655,0.5,0.0200475,
0.656,0.5,0.0197629,
0.657,0.5,0.0194812,
0.658,0.5,0.0192026,
0.659,0.5,0.0189269,
0.66,0.5,0.0186542,
0.661,0.5,0.0183844,
0.662,0.5,0.0181174,
0.663,0.5,0.0178534,
0.664,0.5,0.0175922,
0.665,0.5,0.0173339,
0.666,0.5,0.0170783,
0.667,0.5,0.0168256,
0.668,0.5,0.0165756,
0.669,0.5,0.0163283,
0.67,0.5,0.0160838,
0.671,0.5,0.0158419,
0.672,0.5,0.0156027,
0.673,0.5,0.0153662,
0.674,0.5,0.0151324,
0.675,0.5,0.0149011,
0.676,0.5,0.0146724,
0.677,0.5,0.0144464,
0.678,0.5,0.0142228,
0.679,0.5,0.0140018,
0.68,0.5,0.0137834,
0.681,0.5,0.0135674,
0.682,0.5,0.013354,
0.683,0.5,0.0131429,
0.684,0.5,0.0129344,
0.685,0.5,0.0127282,
0.686,0.5,0.0125245,
0.687,0.5,0.0123232,
0.688,0.5,0.0121243,
0.689,0.5,0.0119277,
0.69,0.5,0.0117334,
0.691,0.5,0.0115415,
0.692,0.5,0.0113519,
0.693,0.5,0.0111646,
0.694,0.5,0.0109796,
0.695,0.5,0.0107968,
0.696,0.5,0.0106163,
0.697,0.5,0.010438,
0.698,0.5,0.0102619,
0.699,0.5,0.0100881,
0.7,0.5,0.00991637,
0.701,0.5,0.00974684,
0.702,0.5,0.00957946,
0.703,0.5,0.00941422,
0.704,0.5,0.00925109,
0.705,0.5,0.00909007,
0.706,0.5,0.00893114,
0.707,0.5,0.00877428,
0.708,0.5,0.00861948,
0.709,0.5,0.00846673,
0.71,0.5,0.008316,
0.711,0.5,0.00816729,
0.712,0.5,0.00802058,
0.713,0.5,0.00787585,
0.714,0.5,0.00773309,
0.715,0.5,0.00759228,
0.716,0.5,0.00745341,
0.717,0.5,0.00731646,
0.718,0.5,0.00718142,
0.719,0.5,0.00704828,
0.72,0.5,0.00691701,
0.721,0.5,0.00678761,
0.722,0.5,0.00666006,
0.723,0.5,0.00653434,
0.724,0.5,0.00641044,
0.725,0.5,0.00628835,
0.726,0.5,0.00616805,
0.727,0.5,0.00604952,
0.728,0.5,0.00593274,
0.729,0.5,0.00581772,
0.73,0.5,0.00570442,
0.731,0.5,0.00559284,
0.732,0.5,0.00548295,
0.733,0.5,0.00537476,
0.734,0.5,0.00526823,
0.735,0.5,0.00516335,
0.736,0.5,0.00506011,
0.737,0.5,0.0049585,
0.738,0.5,0.0048585,
0.739,0.5,0.00476009,
0.74,0.5,0.00466325,
0.741,0.5,0.00456798,
0.742,0.5,0.00447426,
0.743,0.5,0.00438207,
0.744,0.5,0.0042914,
0.745,0.5,0.00420222,
0.746,0.5,0.00411454,
0.747,0.5,0.00402832,
0.748,0.5,0.00394356,
0.749,0.5,0.00386024,
0.75,0.5,0.00377834,
0.751,0.5,0.00369785,
0.752,0.5,0.00361876,
0.753,0.5,0.00354104,
0.754,0.5,0.00346468,
0.755,0.5,0.00338967,
0.756,0.5,0.00331599,
0.757,0.5,0.00324363,
0.758,0.5,0.00317256,
0.759,0.5,0.00310278,
0.76,0.5,0.00303427,
0.761,0.5,0.00296701,
0.762,0.5,0.00290098,
0.763,0.5,0.00283618,
0.764,0.5,0.00277259,
0.765,0.5,0.00271018,
0.766,0.5,0.00264895,
0.767,0.5,0.00258888,
0.768,0.5,0.00252995,
0.769,0.5,0.00247216,
0.77,0.5,0.00241547,
0.771,0.5,0.00235989,
0.772,0.5,0.00230538,
0.773,0.5,0.00225195,
0.774,0.5,0.00219956,
0.775,0.5,0.00214821,
0.776,0.5,0.00209789,
0.777,0.5,0.00204857,
0.778,0.5,0.00200024,
0.779,0.5,0.00195289,
0.78,0.5,0.0019065,
0.781,0.5,0.00186106,
0.782,0.5,0.00181656,
0.783,0.5,0.00177297,
0.784,0.5,0.00173028,
0.785,0.5,0.00168849,
0.786,0.5,0.00164756,
0.787,0.5,0.0016075,
0.788,0.5,0.00156829,
0.789,0.5,0.00152991,
0.79,0.5,0.00149235,
0.791,0.5,0.00145559,
0.792,0.5,0.00141962,
0.793,0.5,0.00138443,
0.794,0.5,0.00135001,
0.795,0.5,0.00131633,
0.796,0.5,0.0012834,
0.797,0.5,0.00125118,
0.798,0.5,0.00121968,
0.799,0.5,0.00118888,
0.8,0.5,0.00115877,
0.801,0.5,0.00112933,
0.802,0.5,0.00110054,
0.803,0.5,0.00107241,
0.804,0.5,0.00104492,
0.805,0.5,0.00101805,
0.806,0.5,0.000991789,
0.807,0.5,0.000966133,
0.808,0.5,0.000941066,
0.809,0.5,0.000916578,
0.81,0.5,0.000892656,
0.811,0.5,0.00086929,
0.812,0.5,0.000846469,
0.813,0.5,0.000824183,
0.814,0.5,0.000802419,
0.815,0.5,0.000781169,
0.816,0.5,0.000760421,
0.817,0.5,0.000740165,
0.818,0.5,0.000720392,
0.819,0.5,0.000701091,
0.82,0.5,0.000682253,
0.821,0.5,0.000663868,
0.822,0.5,0.000645927,
0.823,0.5,0.00062842,
0.824,0.5,0.000611338,
0.825,0.5,0.000594672,
0.826,0.5,0.000578414,
0.827,0.5,0.000562554,
0.828,0.5,0.000547085,
0.829,0.5,0.000531997,
0.83,0.5,0.000517282,
0.831,0.5,0.000502933,
0.832,0.5,0.000488942,
0.833,0.5,0.0004753,
0.834,0.5,0.000462,
0.835,0.5,0.000449034,
0.836,0.5,0.000436395,
0.837,0.5,0.000424076,
0.838,0.5,0.00041207,
0.839,0.5,0.000400369,
0.84,0.5,0.000388966,
0.841,0.5,0.000377856,
0.842,0.5,0.000367031,
0.843,0.5,0.000356485,
0.844,0.5,0.000346211,
0.845,0.5,0.000336204,
0.846,0.5,0.000326457,
0.847,0.5,0.000316964,
0.848,0.5,0.00030772,
0.849,0.5,0.000298718,
0.85,0.5,0.000289953,
0.851,0.5,0.00028142,
0.852,0.5,0.000273113,
0.853,0.5,0.000265026,
0.854,0.5,0.000257155,
0.855,0.5,0.000249495,
0.856,0.5,0.00024204,
0.857,0.5,0.000234785,
0.858,0.5,0.000227727,
0.859,0.5,0.00022086,
0.86,0.5,0.000214179,
0.861,0.5,0.00020768,
0.862,0.5,0.00020136,
0.863,0.5,0.000195212,
0.864,0.5,0.000189234,
0.865,0.5,0.000183422,
0.866,0.5,0.00017777,
0.867,0.5,0.000172275,
0.868,0.5,0.000166934,
0.869,0.5,0.000161743,
0.87,0.5,0.000156697,
0.871,0.5,0.000151793,
0.872,0.5,0.000147029,
0.873,0.5,0.000142399,
0.874,0.5,0.000137901,
0.875,0.5,0.000133532,
0.876,0.5,0.000129289,
0.877,0.5,0.000125167,
0.878,0.5,0.000121165,
0.879,0.5,0.000117278,
0.88,0.5,0.000113505,
0.881,0.5,0.000109842,
0.882,0.5,0.000106286,
0.883,0.5,0.000102834,
0.884,0.5,9.94851e-05,
0.885,0.5,9.62349e-05,
0.886,0.5,9.30813e-05,
0.887,0.5,9.00219e-05,
0.888,0.5,8.7054e-05,
0.889,0.5,8.41753e-05,
0.89,0.5,8.13835e-05,
0.891,0.5,7.86762e-05,
0.892,0.5,7.60511e-05,
0.893,0.5,7.35061e-05,
0.894,0.5,7.1039e-05,
0.895,0.5,6.86476e-05,
0.896,0.5,6.633e-05,
0.897,0.5,6.40841e-05,
0.898,0.5,6.19079e-05,
0.899,0.5,5.97996e-05,
0.9,0.5,5.77572e-05,
0.901,0.5,5.57789e-05,
0.902,0.5,5.3863e-05,
0.903,0.5,5.20076e-05,
0.904,0.5,5.02111e-05,
0.905,0.5,4.84719e-05,
0.906,0.5,4.67882e-05,
0.907,0.5,4.51585e-05,
0.908,0.5,4.35813e-05,
0.909,0.5,4.20551e-05,
0.91,0.5,4.05783e-05,
0.911,0.5,3.91496e-05,
0.912,0.5,3.77675e-05,
0.913,0.5,3.64307e-05,
0.914,0.5,3.51379e-05,
0.915,0.5,3.38877e-05,
0.916,0.5,3.26788e-05,
