17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.9202e-09,0.45,4.86367e-06,
3.9212e-09,0.45,4.72994e-06,
3.9222e-09,0.45,4.97343e-06,
3.9232e-09,0.45,4.80998e-06,
3.9242e-09,0.45,5.04907e-06,
3.9252e-09,0.45,4.89669e-06,
3.9262e-09,0.45,5.12725e-06,
3.9272e-09,0.45,4.98176e-06,
3.9282e-09,0.45,5.20828e-06,
3.9292e-09,0.45,5.06704e-06,
3.9302e-09,0.45,5.28655e-06,
3.9312e-09,0.45,5.13588e-06,
3.9322e-09,0.45,5.34464e-06,
3.9332e-09,0.45,5.1823e-06,
3.9342e-09,0.45,5.39317e-06,
3.9352e-09,0.45,5.23082e-06,
3.9362e-09,0.45,5.44116e-06,
3.9372e-09,0.45,5.28137e-06,
3.9382e-09,0.45,5.49256e-06,
3.9392e-09,0.45,5.33328e-06,
3.9402e-09,0.45,5.5429e-06,
3.9412e-09,0.45,5.38436e-06,
3.9422e-09,0.45,5.59715e-06,
3.9432e-09,0.45,5.43781e-06,
3.9442e-09,0.45,5.65168e-06,
3.9452e-09,0.45,5.49568e-06,
3.9462e-09,0.45,5.70962e-06,
3.9472e-09,0.45,5.55348e-06,
3.9482e-09,0.45,5.76713e-06,
3.9492e-09,0.45,5.61351e-06,
3.9502e-09,0.45,5.82781e-06,
3.9512e-09,0.45,5.64955e-06,
3.9522e-09,0.45,5.84658e-06,
3.9532e-09,0.45,5.66674e-06,
3.9542e-09,0.45,5.85236e-06,
3.9552e-09,0.45,5.6629e-06,
3.9562e-09,0.45,5.86058e-06,
3.9572e-09,0.45,5.67394e-06,
3.9582e-09,0.45,5.88186e-06,
3.9592e-09,0.45,5.69936e-06,
3.9602e-09,0.45,5.90792e-06,
3.9612e-09,0.45,5.7324e-06,
3.9622e-09,0.45,5.94316e-06,
3.9632e-09,0.45,5.76124e-06,
3.9642e-09,0.45,5.96678e-06,
3.9652e-09,0.45,5.78341e-06,
3.9662e-09,0.45,5.98078e-06,
3.9672e-09,0.45,5.80715e-06,
3.9682e-09,0.45,6.01341e-06,
3.9692e-09,0.45,5.85331e-06,
3.9702e-09,0.45,6.05742e-06,
3.9712e-09,0.45,5.89766e-06,
3.9722e-09,0.45,6.11497e-06,
3.9732e-09,0.45,5.94366e-06,
3.9742e-09,0.45,6.16109e-06,
3.9752e-09,0.45,5.98802e-06,
