19:*******************************************,
Transient Analysis,
Mon Nov 14 20:10:24 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.95019e-09,0.45,3.58001e-07,
3.95119e-09,0.45,3.33044e-07,
3.95219e-09,0.45,3.7166e-07,
3.95319e-09,0.45,3.4904e-07,
3.95419e-09,0.45,3.82665e-07,
3.95519e-09,0.45,3.54424e-07,
3.95619e-09,0.45,3.89862e-07,
3.95719e-09,0.45,3.6387e-07,
3.95819e-09,0.45,3.98941e-07,
3.95919e-09,0.45,3.70358e-07,
3.96019e-09,0.45,4.06211e-07,
3.96119e-09,0.45,3.79683e-07,
3.96219e-09,0.45,4.16691e-07,
3.96319e-09,0.45,3.87644e-07,
3.96419e-09,0.45,4.25436e-07,
3.96519e-09,0.45,4.00068e-07,
3.96619e-09,0.45,4.36376e-07,
3.96719e-09,0.45,4.0705e-07,
3.96819e-09,0.45,4.44662e-07,
3.96919e-09,0.45,4.26927e-07,
3.97019e-09,0.45,4.66097e-07,
3.97119e-09,0.45,4.42141e-07,
3.97219e-09,0.45,4.7846e-07,
3.97319e-09,0.45,4.3336e-07,
3.97419e-09,0.45,4.39203e-07,
3.97519e-09,0.45,3.69977e-07,
3.97619e-09,0.45,3.69334e-07,
3.97719e-09,0.45,3.16139e-07,
3.97819e-09,0.45,3.43708e-07,
3.97919e-09,0.45,3.0711e-07,
3.98019e-09,0.45,3.35128e-07,
3.98119e-09,0.45,3.00721e-07,
3.98219e-09,0.45,3.49312e-07,
3.98319e-09,0.45,3.26592e-07,
3.98419e-09,0.45,3.85714e-07,
3.98519e-09,0.45,3.74208e-07,
3.98619e-09,0.45,4.29008e-07,
3.98719e-09,0.45,4.17476e-07,
3.98819e-09,0.45,4.86352e-07,
3.98919e-09,0.45,4.72615e-07,
3.99019e-09,0.45,5.27333e-07,
3.99119e-09,0.45,5.24997e-07,
3.99219e-09,0.45,5.92805e-07,
3.99319e-09,0.45,5.68143e-07,
3.99419e-09,0.45,6.26446e-07,
3.99519e-09,0.45,6.00683e-07,
3.99619e-09,0.45,6.41867e-07,
3.99719e-09,0.45,6.17425e-07,
3.99819e-09,0.45,6.51179e-07,
3.99919e-09,0.45,6.20367e-07,
4.00019e-09,0.45,6.55471e-07,
4.00119e-09,0.45,6.23705e-07,
4.00219e-09,0.45,6.99386e-07,
4.00319e-09,0.45,6.45617e-07,
4.00419e-09,0.45,6.97134e-07,
4.00519e-09,0.45,6.76181e-07,
4.00619e-09,0.45,7.30024e-07,
4.00719e-09,0.45,7.06332e-07,
4.00819e-09,0.45,7.58425e-07,
4.00919e-09,0.45,7.40156e-07,
4.01019e-09,0.45,8.0127e-07,
4.01119e-09,0.45,7.84796e-07,
4.01219e-09,0.45,8.47611e-07,
4.01319e-09,0.45,8.36471e-07,
4.01419e-09,0.45,9.09122e-07,
4.01519e-09,0.45,8.99593e-07,
4.01619e-09,0.45,9.73753e-07,
4.01719e-09,0.45,9.36429e-07,
4.01819e-09,0.45,9.87082e-07,
4.01919e-09,0.45,9.41202e-07,
4.02019e-09,0.45,9.80751e-07,
4.02119e-09,0.45,9.32548e-07,
4.02219e-09,0.45,9.7345e-07,
4.02319e-09,0.45,9.27905e-07,
4.02419e-09,0.45,9.61047e-07,
4.02519e-09,0.45,9.17734e-07,
4.02619e-09,0.45,9.50865e-07,
4.02719e-09,0.45,8.74253e-07,
4.02819e-09,0.45,9.30834e-07,
4.02919e-09,0.45,9.06688e-07,
4.03019e-09,0.45,9.34666e-07,
4.03119e-09,0.45,8.92457e-07,
4.03219e-09,0.45,9.29003e-07,
4.03319e-09,0.45,8.92453e-07,
4.03419e-09,0.45,9.2715e-07,
4.03519e-09,0.45,8.97557e-07,
4.03619e-09,0.45,9.3474e-07,
4.03719e-09,0.45,9.15383e-07,
4.03819e-09,0.45,9.51287e-07,
4.03919e-09,0.45,9.09126e-07,
4.04019e-09,0.45,9.52381e-07,
4.04119e-09,0.45,9.1242e-07,
4.04219e-09,0.45,9.50366e-07,
4.04319e-09,0.45,8.99184e-07,
4.04419e-09,0.45,9.41892e-07,
4.04519e-09,0.45,8.87631e-07,
4.04619e-09,0.45,9.25067e-07,
4.04719e-09,0.45,8.67037e-07,
4.04819e-09,0.45,9.09985e-07,
4.04919e-09,0.45,8.5861e-07,
4.05019e-09,0.45,9.00509e-07,
4.05119e-09,0.45,8.51407e-07,
4.05219e-09,0.45,8.89202e-07,
4.05319e-09,0.45,8.38446e-07,
4.05419e-09,0.45,8.70911e-07,
4.05519e-09,0.45,8.17315e-07,
4.05619e-09,0.45,8.51095e-07,
4.05719e-09,0.45,8.14143e-07,
4.05819e-09,0.45,8.36419e-07,
4.05919e-09,0.45,7.8122e-07,
4.06019e-09,0.45,8.04032e-07,
4.06119e-09,0.45,7.6095e-07,
4.06219e-09,0.45,7.88948e-07,
4.06319e-09,0.45,7.37304e-07,
4.06419e-09,0.45,7.63414e-07,
4.06519e-09,0.45,7.14458e-07,
4.06619e-09,0.45,7.39362e-07,
4.06719e-09,0.45,6.85724e-07,
4.06819e-09,0.45,7.12627e-07,
4.06919e-09,0.45,6.67213e-07,
4.07019e-09,0.45,7.05618e-07,
4.07119e-09,0.45,6.60008e-07,
4.07219e-09,0.45,6.96627e-07,
4.07319e-09,0.45,6.49279e-07,
4.07419e-09,0.45,6.85978e-07,
4.07519e-09,0.45,6.3927e-07,
4.07619e-09,0.45,6.77214e-07,
4.07719e-09,0.45,6.30799e-07,
4.07819e-09,0.45,6.6787e-07,
4.07919e-09,0.45,6.18833e-07,
4.08019e-09,0.45,6.52873e-07,
4.08119e-09,0.45,6.06945e-07,
4.08219e-09,0.45,6.44409e-07,
4.08319e-09,0.45,5.96946e-07,
4.08419e-09,0.45,6.32816e-07,
4.08519e-09,0.45,5.85294e-07,
4.08619e-09,0.45,6.20943e-07,
4.08719e-09,0.45,5.73558e-07,
4.08819e-09,0.45,6.03086e-07,
4.08919e-09,0.45,5.52586e-07,
4.09019e-09,0.45,5.84813e-07,
4.09119e-09,0.45,5.30596e-07,
4.09219e-09,0.45,5.61257e-07,
4.09319e-09,0.45,5.11005e-07,
4.09419e-09,0.45,5.43759e-07,
4.09519e-09,0.45,4.8983e-07,
4.09619e-09,0.45,5.21601e-07,
4.09719e-09,0.45,4.70786e-07,
4.09819e-09,0.45,5.02845e-07,
4.09919e-09,0.45,4.53493e-07,
4.10019e-09,0.45,4.85811e-07,
4.10119e-09,0.45,4.36782e-07,
4.10219e-09,0.45,4.71264e-07,
